Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,14.5,11.0,14.0,14.7,14.4
2,Portland,13.4,18.0,27.0,13.3,13.4
3,Memphis,12.8,9.3,10.0,12.0,13.7
4,Toronto,12.6,14.7,12.0,13.0,12.2
5,Golden State,12.5,14.7,18.0,12.0,12.9
6,Charlotte,12.2,11.7,18.0,12.3,12.1
7,New Orleans,12.1,12.7,11.0,12.6,11.6
8,Utah,12.0,14.7,9.0,11.1,12.9
9,Atlanta,11.8,9.7,11.0,11.1,12.6
10,Denver,11.4,14.0,15.0,10.9,11.9
11,Detroit,11.3,10.7,6.0,11.5,11.1
12,Boston,11.3,9.3,9.0,11.8,10.8
13,Cleveland,11.3,14.3,15.0,11.2,11.4
14,Minnesota,11.2,12.7,8.0,12.0,10.4
15,Orlando,11.2,12.3,15.0,11.3,11.0
16,Sacramento,11.0,12.0,15.0,10.9,11.2
17,New York,11.0,12.3,13.0,11.0,11.0
18,San Antonio,10.9,8.0,9.0,10.7,11.2
19,Brooklyn,10.9,10.3,6.0,11.3,10.5
20,Okla City,10.8,12.0,13.0,10.9,10.6
21,Washington,10.6,9.0,6.0,10.3,10.9
22,Philadelphia,10.4,14.0,10.0,11.2,9.6
23,LA Clippers,10.2,8.0,5.0,10.1,10.4
24,Dallas,10.1,9.0,7.0,10.4,9.8
25,Chicago,10.0,11.7,7.0,10.3,9.8
26,Miami,9.8,9.7,15.0,8.6,10.9
27,LA Lakers,9.7,8.7,8.0,9.7,9.6
28,Phoenix,9.5,10.3,9.0,10.0,9.0
29,Indiana,8.9,13.7,12.0,8.4,9.4
30,Milwaukee,8.4,10.7,13.0,8.4,8.3
